category,bibtex_key,title,doi,source_url,status,local_file,sha256,notes
"cited_in_current_manuscript","Nekouie2026","Secure Electronic Health Record Access Control via Blockchain, Dual-Attribute Encryption, and Large Language Model-Based Attribute Extraction","10.1038/s41598-026-39690-2","https://www.nature.com/articles/s41598-026-39690-2_reference.pdf","already_present","papers/reference_library/01_cited_in_current_manuscript/Nekouie2026.pdf","92d1bf5e07bdf43d8fcfa03e268a0577f70e074e973c31e36dafd635dce1ff17","Previously downloaded PDF retained."
"cited_in_current_manuscript","Wachter2018","Counterfactual Explanations without Opening the Black Box: Automated Decisions and the GDPR","","https://arxiv.org/pdf/1711.00399","downloaded_open_access","papers/reference_library/01_cited_in_current_manuscript/Wachter2018.pdf","0be7e3af150b447d04d7cbe4570d98c118321e4660e23de81cf7a04e0da3e5bf","Downloaded from a public open-access location."
"cited_in_current_manuscript","HaselMehri2025","Towards Explainable Access Control [BlueSky Paper]","10.1145/3734436.3734439","https://pure.tue.nl/ws/files/369580886/3734436.3734439.pdf","already_present","papers/reference_library/01_cited_in_current_manuscript/HaselMehri2025.pdf","3ee3abf8c8781d1400283311e1028dbe0adc51892129ac281716898a52a778dd","Previously downloaded PDF retained."
"cited_in_current_manuscript","HaselMehri2026","A Causal Framework for Explainable Access Control: [Work in Progress Paper]","10.1145/3750555.3811906","https://doi.org/10.1145/3750555.3811906","not_downloaded","","","No verified public PDF was found automatically; publisher page retained for manual access."
"cited_in_current_manuscript","Chowdary2026","EXTree: Towards Supporting Explainability in Attribute-Based Access Control","10.48550/arXiv.2604.12850","https://arxiv.org/pdf/2604.12850","already_present","papers/reference_library/01_cited_in_current_manuscript/Chowdary2026.pdf","a224061e2b0b437888e6bb13aeeb08bcdba7c06306e77f48f58d642626e8b76f","Previously downloaded PDF retained."
"cited_in_current_manuscript","Vasconcelos2023","Explanations Can Reduce Overreliance on AI Systems During Decision-Making","10.1145/3579605","https://arxiv.org/pdf/2212.06823","downloaded_open_access","papers/reference_library/01_cited_in_current_manuscript/Vasconcelos2023.pdf","a3e3e19b701043b86ab407ec0b279d9a1f303a874f38458580ba41013be0c15d","Downloaded from a public open-access location."
"cited_in_current_manuscript","Pasdar2023","Connect API with Blockchain: A Survey on Blockchain Oracle Implementation","10.1145/3567582","https://doi.org/10.1145/3567582","not_downloaded","","","No verified public PDF was found automatically; publisher page retained for manual access."
"cited_in_current_manuscript","Manavi2026","Smart Blockchain-Based Access Control for the Internet of Things","10.1109/ICCCN69946.2026.11662665","https://arxiv.org/pdf/2606.13798","already_present","papers/reference_library/01_cited_in_current_manuscript/Manavi2026.pdf","cd9985269242dca13f416a102d529d9e3bbbdbe8ded7c945a77a25d4f9f5c9d2","Previously downloaded PDF retained."
"cited_in_current_manuscript","Greshake2023","Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection","10.1145/3605764.3623985","https://arxiv.org/pdf/2302.12173","downloaded_open_access","papers/reference_library/01_cited_in_current_manuscript/Greshake2023.pdf","428e23e8c7e4f89310e113e38d082b3f65548a8b887188ebc536099061800e81","Downloaded from a public open-access location."
"cited_in_current_manuscript","Groschupp2025","Can LLMs Make (Personalized) Access Control Decisions?","10.48550/arXiv.2511.20284","https://arxiv.org/pdf/2511.20284","already_present","papers/reference_library/01_cited_in_current_manuscript/Groschupp2025.pdf","3b588b6687ae045deeeeac9af61b79fc95b32c41667e001d3604d68e34ec15ca","Previously downloaded PDF retained."
"cited_in_current_manuscript","Debenedetti2025","Defeating Prompt Injections by Design","10.48550/arXiv.2503.18813","https://arxiv.org/pdf/2503.18813","already_present","papers/reference_library/01_cited_in_current_manuscript/Debenedetti2025.pdf","c3719f6ce73eecf45e3764debef8a3d8ff8c9233b37d128c558b694ec3790cc7","Previously downloaded PDF retained."
"cited_in_current_manuscript","Rostad2006","A Study of Access Control Requirements for Healthcare Systems Based on Audit Trails from Access Logs","10.1109/ACSAC.2006.8","https://doi.org/10.1109/ACSAC.2006.8","not_downloaded","","","No verified public PDF was found automatically; publisher page retained for manual access."
"cited_in_current_manuscript","Brucker2009","Extending Access Control Models with Break-Glass","10.1145/1542207.1542239","https://epub.uni-regensburg.de/8625/1/petritsch.pdf","already_present","papers/reference_library/01_cited_in_current_manuscript/Brucker2009.pdf","f4a7988e781098c3c40fce7b84b6d9b84eb78a8f56bce464bf6b6f7b2d3c9504","Previously downloaded PDF retained."
"cited_in_current_manuscript","Ferreira2009","How to Securely Break into RBAC: The BTG-RBAC Model","10.1109/ACSAC.2009.12","https://doi.org/10.1109/ACSAC.2009.12","not_downloaded","","","No verified public PDF was found automatically; publisher page retained for manual access."
"cited_in_current_manuscript","AlAmin2025","Did You Break the Glass Properly? A Policy Compliance Framework for Protected Health Information (PHI) Emergency Access","10.5220/0013527000003979","https://doi.org/10.5220/0013527000003979","not_downloaded","","","No verified public PDF was found automatically; publisher page retained for manual access."
"cited_in_current_manuscript","Xu2018","BlendCAC: A Blockchain-Enabled Decentralized Capability-Based Access Control for IoTs","10.1109/Cybermatics_2018.2018.00191","https://arxiv.org/pdf/1804.09267","downloaded_open_access","papers/reference_library/01_cited_in_current_manuscript/Xu2018.pdf","c2c12b27d739eacc6558ae600c0d0d02653cd5409e995af9d3a110fe96b87ab4","Downloaded from a public open-access location."
"cited_in_current_manuscript","Androulaki2018","Hyperledger Fabric: A Distributed Operating System for Permissioned Blockchains","10.1145/3190508.3190538","https://arxiv.org/pdf/1801.10228","already_present","papers/reference_library/01_cited_in_current_manuscript/Androulaki2018.pdf","0c679377ab46697e3d598100fd749be7eebef9f74f164b15f7ea015f41c63bad","Previously downloaded PDF retained."
"cited_in_current_manuscript","Qwen3TR2025","Qwen3 Technical Report","10.48550/arXiv.2505.09388","https://arxiv.org/pdf/2505.09388","already_present","papers/reference_library/01_cited_in_current_manuscript/Qwen3TR2025.pdf","84a5e2b1fa04bb774bf12ae606d1e6d9dd2147ed2ebe78a4cfeb91ba380ffdd5","Previously downloaded PDF retained."
"supporting_bibliography","FabricPDC","Private Data","https://hyperledger-fabric.readthedocs.io/en/release-2.5/private-data/private-data.html","","web_source_no_pdf","","","Documentation or software source; no paper PDF expected."
"supporting_bibliography","Bernstein2012","High-Speed High-Security Signatures","10.1007/s13389-012-0027-1","https://link.springer.com/content/pdf/10.1007/s13389-012-0027-1.pdf","already_present","papers/reference_library/02_supporting_bibliography/Bernstein2012.pdf","28d371bf080a6060c8e23182dd8e6300a8ee91284d3e88452ca666fe1b66d655","Previously downloaded PDF retained."
"supporting_bibliography","Chen2025StruQ","StruQ: Defending Against Prompt Injection with Structured Queries","","https://www.usenix.org/system/files/usenixsecurity25-chen-sizhe.pdf","already_present","papers/reference_library/02_supporting_bibliography/Chen2025StruQ.pdf","322be0fd6d305a362fc2571fb7b779df6ed3761a19f75f9828d9498d3fc71926","Previously downloaded PDF retained."
"supporting_bibliography","Ongaro2014","In Search of an Understandable Consensus Algorithm","","https://www.usenix.org/system/files/conference/atc14/atc14-paper-ongaro.pdf","already_present","papers/reference_library/02_supporting_bibliography/Ongaro2014.pdf","e6345fcba31cbc747ab41755aa62654859c4403dbb687da0021079f78181a7b5","Previously downloaded PDF retained."
"supporting_bibliography","Geng2023","Grammar-Constrained Decoding for Structured NLP Tasks without Finetuning","10.18653/v1/2023.emnlp-main.674","https://aclanthology.org/2023.emnlp-main.674.pdf","already_present","papers/reference_library/02_supporting_bibliography/Geng2023.pdf","38372e463f8b7142390bd15bcf57dbbac65fc330c693b125d250153e585a1b61","Previously downloaded PDF retained."
"supporting_bibliography","Hu2022LoRA","LoRA: Low-Rank Adaptation of Large Language Models","","https://arxiv.org/pdf/2106.09685","already_present","papers/reference_library/02_supporting_bibliography/Hu2022LoRA.pdf","e9a0d3128767db616085dc0f4e6e455e672e89af823e8ed1282793682787395a","Previously downloaded PDF retained."
"supporting_bibliography","Dettmers2023QLoRA","QLoRA: Efficient Finetuning of Quantized LLMs","","https://arxiv.org/pdf/2305.14314","already_present","papers/reference_library/02_supporting_bibliography/Dettmers2023QLoRA.pdf","33a4e757c19d6ea8d3cca8958fce8fe405e290272e135c99ee66065c775d5bd1","Previously downloaded PDF retained."
"supporting_bibliography","Hannun2023MLX","MLX: Efficient and Flexible Machine Learning on Apple Silicon","https://github.com/ml-explore/mlx","","web_source_no_pdf","","","Documentation or software source; no paper PDF expected."
"supporting_bibliography","Geirhos2020","Shortcut Learning in Deep Neural Networks","10.1038/s42256-020-00257-z","https://arxiv.org/pdf/2004.07780","already_present","papers/reference_library/02_supporting_bibliography/Geirhos2020.pdf","da93a1633b56f6590836afaf3794c6131d38d53629e2cf9d219deb274d91ec15","Previously downloaded PDF retained."
"supporting_bibliography","Kapoor2023","Leakage and the Reproducibility Crisis in Machine-Learning-Based Science","10.1016/j.patter.2023.100804","https://par.nsf.gov/servlets/purl/10513990","downloaded_open_access","papers/reference_library/02_supporting_bibliography/Kapoor2023.pdf","cc1c8a2b8430f7fecf5283f8a5bda5d2eaae599e20282e4588effa2a0b11cd6b","Downloaded from a public open-access location."
"supporting_bibliography","Liu2024PI","Formalizing and Benchmarking Prompt Injection Attacks and Defenses","","https://www.usenix.org/system/files/usenixsecurity24-liu-yupei.pdf","already_present","papers/reference_library/02_supporting_bibliography/Liu2024PI.pdf","9adb2f4e55bf9bfd171f7ddfc2c5f46c168f1cd28326101552b81fd2ebd2aaec","Previously downloaded PDF retained."
"supporting_bibliography","Brodersen2010","The Balanced Accuracy and Its Posterior Distribution","10.1109/ICPR.2010.764","https://cheng-soon.ong-home.my/papers/brodersen10post-balacc.pdf","downloaded_open_access","papers/reference_library/02_supporting_bibliography/Brodersen2010.pdf","ab6d144f596e95f180b284ce83a4a3fbb0c58874db671bfe2cfeb755f4e86c75","Downloaded from a public open-access location."
"supporting_bibliography","Wilson1927","Probable Inference, the Law of Succession, and Statistical Inference","10.1080/01621459.1927.10502953","https://jhanley.biostat.mcgill.ca/c607/ch08/wilson_jasa_1927.pdf","downloaded_open_access","papers/reference_library/02_supporting_bibliography/Wilson1927.pdf","c2fc82b5c7c3fca821d8451dcaae82a047310b32b5bcfb2a4268362a1a438735","Downloaded from a public open-access location."
"supporting_bibliography","Sun2024zkLLM","zkLLM: Zero Knowledge Proofs for Large Language Models","10.1145/3658644.3670334","https://arxiv.org/pdf/2404.16109","downloaded_open_access","papers/reference_library/02_supporting_bibliography/Sun2024zkLLM.pdf","39f2a2f29457072573574c21ca9da7e0bbca756bf7031dd877f3c366f1e2ad7d","Downloaded from a public open-access location."
"supporting_bibliography","Chen2024ZKML","ZKML: An Optimizing System for ML Inference in Zero-Knowledge Proofs","10.1145/3627703.3650088","https://ddkang.github.io/papers/2024/zkml-eurosys.pdf","downloaded_open_access","papers/reference_library/02_supporting_bibliography/Chen2024ZKML.pdf","ac7b5e3fb44bafc445e0506cda8d4696ed2d8733bebe6d599897274d57740295","Downloaded from a public open-access location."
"methodology_and_benchmark","AVChain","AVChain: Trusted Sharing of Autonomous Vehicle Crash Incident Data using Interoperating HyperLedger Fabric Networks and IPFS","","/Users/venkatrayudu/Desktop/Sengupta sir papers/3709158.pdf","copied_from_user_library","papers/reference_library/03_methodology_and_benchmark_papers/AVChain.pdf","c7fc854eb8d9aa51e528a0f2b5fd3f08ca9e9933248aa10a948f48f5a5713d9e","User-provided source preserved as a separate copy."
"methodology_and_benchmark","ReAcct","ReAcct: Redaction Control for Interoperable Blockchains","","/Users/venkatrayudu/Desktop/Sengupta sir papers/ReAcct_Redaction_Control_for_Interoperable_Blockchains.pdf","copied_from_user_library","papers/reference_library/03_methodology_and_benchmark_papers/ReAcct.pdf","bbab810cf382a5587fac8b58475385122980465f96935203c64d6cf4ef6bb70a","User-provided source preserved as a separate copy."
"methodology_and_benchmark","InterSnap","Auditable Ledger Snapshot for Non-Repudiable Cross-Blockchain Communication","","/Users/venkatrayudu/Desktop/Sengupta sir papers/2511.16560v1.pdf","copied_from_user_library","papers/reference_library/03_methodology_and_benchmark_papers/InterSnap.pdf","5065cce6a06afe9eb3b36111b505a22c959cce634ad04c7e854bb0379f929918","User-provided source preserved as a separate copy."
"methodology_and_benchmark","SecureBlockchainFL","Blockchain Based Secure Federated Learning With Local Differential Privacy and Incentivization","","/Users/venkatrayudu/Desktop/Sengupta sir papers/Blockchain_Based_Secure_Federated_Learning_With_Local_Differential_Privacy_and_Incentivization.pdf","copied_from_user_library","papers/reference_library/03_methodology_and_benchmark_papers/SecureBlockchainFL.pdf","41efd66726b428e7ca42a619875a461c5f3e9e93b42299e9f1b8cff2b7dcefcb","User-provided source preserved as a separate copy."
"methodology_and_benchmark","P2PBotnetCloseness","A Closeness Centrality Based P2P Botnet Detection Approach Using Deep Learning","","/Users/venkatrayudu/Desktop/Sengupta sir papers/A_Closeness_Centrality_Based_P2P_Botnet_Detection_Approach_Using_Deep_Learning.pdf","copied_from_user_library","papers/reference_library/03_methodology_and_benchmark_papers/P2PBotnetCloseness.pdf","a663193a040ef82cf86f7ccda6b82caf32895db7f0fec4e675a50ee68d5f8011","User-provided source preserved as a separate copy."
"methodology_and_benchmark","Paillisse2019","Distributed Access Control with Blockchain","10.48550/arXiv.1901.03568","https://arxiv.org/pdf/1901.03568","already_present","papers/reference_library/03_methodology_and_benchmark_papers/Paillisse2019.pdf","a1a4f3303291311d7c806a6e178b9ae85ef3104b97972196bdb78d3e04b539f8","Previously downloaded PDF retained."
"methodology_and_benchmark","Rouhani2019","Physical Access Control Management System Based on Permissioned Blockchain","10.1109/Cybermatics_2018.2018.00198","https://arxiv.org/pdf/1901.09873","already_present","papers/reference_library/03_methodology_and_benchmark_papers/Rouhani2019.pdf","a90bba7baaf316d3864db49e2e0740749be7dfbdc1ce96937cfbe5d519507e2a","Previously downloaded PDF retained."
